filename,width,height,class,xmin,ymin,xmax,ymax
Sphynx_201.jpg,500,375,Sphynx,150,2,329,207
Egyptian_Mau_120.jpg,1024,768,Egyptian_Mau,679,27,871,240
Persian_159.jpg,500,500,Persian,293,116,408,222
boxer_123.jpg,500,333,boxer,205,185,241,231
chihuahua_175.jpg,300,225,chihuahua,78,48,185,185
Egyptian_Mau_132.jpg,380,253,Egyptian_Mau,91,35,159,102
Siamese_202.jpg,451,500,Siamese,62,13,387,399
basset_hound_102.jpg,500,332,basset_hound,1,1,450,332
american_pit_bull_terrier_177.jpg,300,225,american_pit_bull_terrier,90,72,171,155
miniature_pinscher_16.jpg,333,500,miniature_pinscher,132,197,237,283
wheaten_terrier_149.jpg,333,500,wheaten_terrier,60,236,253,433
boxer_166.jpg,334,500,boxer,143,89,289,231
Bombay_18.jpg,254,380,Bombay,22,69,105,157
wheaten_terrier_128.jpg,500,375,wheaten_terrier,235,125,420,260
english_cocker_spaniel_162.jpg,327,500,english_cocker_spaniel,70,22,291,210
samoyed_101.jpg,500,375,samoyed,170,87,222,159
american_pit_bull_terrier_108.jpg,500,333,american_pit_bull_terrier,218,83,287,152
boxer_186.jpg,500,281,boxer,202,88,322,254
american_pit_bull_terrier_130.jpg,237,300,american_pit_bull_terrier,12,1,174,157
miniature_pinscher_188.jpg,225,300,miniature_pinscher,43,27,159,159
Sphynx_139.jpg,500,444,Sphynx,224,27,366,130
Abyssinian_145.jpg,800,577,Abyssinian,230,112,403,271
beagle_182.jpg,500,333,beagle,194,22,303,113
samoyed_112.jpg,500,366,samoyed,109,13,338,346
keeshond_161.jpg,391,500,keeshond,56,13,289,179
shiba_inu_121.jpg,332,500,shiba_inu,75,92,232,272
american_bulldog_158.jpg,500,333,american_bulldog,1,1,386,331
japanese_chin_131.jpg,500,375,japanese_chin,77,112,267,285
yorkshire_terrier_120.jpg,133,200,yorkshire_terrier,33,32,104,102
pug_160.jpg,300,225,pug,130,38,237,132
newfoundland_135.jpg,333,500,newfoundland,65,48,284,266
japanese_chin_171.jpg,409,500,japanese_chin,35,24,374,285
american_pit_bull_terrier_111.jpg,300,225,american_pit_bull_terrier,78,32,231,166
american_bulldog_134.jpg,500,334,american_bulldog,167,30,322,167
keeshond_105.jpg,375,500,keeshond,128,69,263,275
Birman_142.jpg,500,333,Birman,233,62,435,249
keeshond_119.jpg,500,333,keeshond,145,34,350,231
British_Shorthair_205.jpg,385,500,British_Shorthair,1,1,385,378
newfoundland_178.jpg,500,357,newfoundland,48,6,373,228
Ragdoll_135.jpg,412,480,Ragdoll,85,14,261,195
beagle_194.jpg,500,333,beagle,49,1,364,274
Siamese_145.jpg,500,375,Siamese,146,44,369,253
Ragdoll_107.jpg,500,395,Ragdoll,165,102,420,344
Russian_Blue_153.jpg,400,267,Russian_Blue,86,28,306,258
scottish_terrier_136.jpg,413,500,scottish_terrier,60,68,260,339
pomeranian_109.jpg,500,332,pomeranian,200,75,295,172
shiba_inu_141.jpg,500,333,shiba_inu,202,37,296,173
great_pyrenees_170.jpg,500,375,great_pyrenees,125,61,232,147
Abyssinian_126.jpg,500,423,Abyssinian,88,87,204,182
leonberger_160.jpg,375,500,leonberger,60,67,334,315
basset_hound_179.jpg,500,375,basset_hound,152,162,340,317
Bengal_152.jpg,300,225,Bengal,84,8,271,209
saint_bernard_168.jpg,375,500,saint_bernard,34,57,287,314
boxer_15.jpg,500,333,boxer,193,45,377,262
keeshond_187.jpg,500,375,keeshond,142,99,242,219
chihuahua_123.jpg,300,200,chihuahua,82,1,176,81
german_shorthaired_164.jpg,499,500,german_shorthaired,60,48,457,398
Bombay_101.jpg,450,320,Bombay,179,8,317,150
german_shorthaired_112.jpg,375,500,german_shorthaired,127,51,266,188
scottish_terrier_15.jpg,400,500,scottish_terrier,112,5,279,323
chihuahua_138.jpg,300,225,chihuahua,96,44,176,130
boxer_160.jpg,394,491,boxer,128,39,259,154
keeshond_153.jpg,500,375,keeshond,263,104,357,257
keeshond_186.jpg,500,428,keeshond,106,17,325,266
Sphynx_175.jpg,375,500,Sphynx,92,81,240,245
Abyssinian_125.jpg,500,359,Abyssinian,215,23,393,176
Siamese_133.jpg,334,500,Siamese,80,122,251,294
havanese_185.jpg,500,486,havanese,104,11,483,356
pomeranian_145.jpg,225,300,pomeranian,29,54,184,202
miniature_pinscher_129.jpg,300,225,miniature_pinscher,138,65,184,130
american_bulldog_106.jpg,325,500,american_bulldog,4,10,160,153
samoyed_167.jpg,500,335,samoyed,125,50,311,231
basset_hound_159.jpg,333,500,basset_hound,23,59,209,270
saint_bernard_128.jpg,500,375,saint_bernard,107,124,270,270
american_pit_bull_terrier_173.jpg,300,225,american_pit_bull_terrier,89,50,205,137
great_pyrenees_130.jpg,500,482,great_pyrenees,83,43,238,228
Birman_129.jpg,500,375,Birman,185,84,315,236
miniature_pinscher_114.jpg,300,225,miniature_pinscher,86,1,187,107
miniature_pinscher_168.jpg,300,225,miniature_pinscher,10,1,206,209
Bombay_181.jpg,300,225,Bombay,66,1,192,135
Persian_179.jpg,463,500,Persian,127,28,361,222
boxer_111.jpg,500,333,boxer,116,1,321,239
shiba_inu_18.jpg,333,500,shiba_inu,123,23,309,222
american_pit_bull_terrier_112.jpg,300,225,american_pit_bull_terrier,92,26,224,159
great_pyrenees_118.jpg,500,375,great_pyrenees,192,98,296,172
leonberger_115.jpg,375,500,leonberger,82,50,319,319
samoyed_109.jpg,500,333,samoyed,125,56,250,232
Birman_157.jpg,500,500,Birman,42,15,473,460
Abyssinian_123.jpg,500,333,Abyssinian,153,81,333,221
Russian_Blue_151.jpg,500,375,Russian_Blue,1,18,250,305
american_pit_bull_terrier_129.jpg,214,300,american_pit_bull_terrier,67,19,167,97
scottish_terrier_161.jpg,500,375,scottish_terrier,153,71,285,297
Sphynx_155.jpg,500,429,Sphynx,221,21,454,277
yorkshire_terrier_135.jpg,300,225,yorkshire_terrier,85,22,213,136
pug_101.jpg,500,333,pug,71,47,269,218
Ragdoll_158.jpg,500,378,Ragdoll,368,8,480,122
american_bulldog_186.jpg,375,500,american_bulldog,74,230,289,432
german_shorthaired_108.jpg,500,335,german_shorthaired,239,63,310,125
english_cocker_spaniel_122.jpg,375,500,english_cocker_spaniel,151,166,249,263
english_cocker_spaniel_165.jpg,500,375,english_cocker_spaniel,174,45,326,199
yorkshire_terrier_116.jpg,300,247,yorkshire_terrier,50,1,232,154
Egyptian_Mau_170.jpg,450,373,Egyptian_Mau,314,136,448,262
scottish_terrier_126.jpg,500,375,scottish_terrier,181,1,386,173
shiba_inu_190.jpg,333,500,shiba_inu,63,146,174,307
Maine_Coon_115.jpg,334,500,Maine_Coon,22,1,273,301
german_shorthaired_119.jpg,500,500,german_shorthaired,128,22,240,222
english_cocker_spaniel_113.jpg,500,334,english_cocker_spaniel,147,5,288,140
scottish_terrier_133.jpg,500,358,scottish_terrier,124,12,261,188
staffordshire_bull_terrier_102.jpg,333,500,staffordshire_bull_terrier,48,105,155,209
havanese_101.jpg,333,500,havanese,42,66,333,289
Birman_159.jpg,500,333,Birman,181,13,407,226
great_pyrenees_160.jpg,500,384,great_pyrenees,69,58,211,207
chihuahua_18.jpg,355,500,chihuahua,15,25,326,394
leonberger_136.jpg,500,423,leonberger,87,26,194,104
leonberger_157.jpg,500,372,leonberger,175,43,315,166
english_setter_179.jpg,334,500,english_setter,1,59,314,315
wheaten_terrier_114.jpg,500,375,wheaten_terrier,272,93,347,166
Maine_Coon_159.jpg,500,375,Maine_Coon,209,35,314,155
newfoundland_169.jpg,500,333,newfoundland,162,45,291,145
staffordshire_bull_terrier_185.jpg,500,375,staffordshire_bull_terrier,238,108,339,219
Maine_Coon_132.jpg,500,332,Maine_Coon,143,6,354,221
wheaten_terrier_172.jpg,330,500,wheaten_terrier,88,22,324,266
Bombay_136.jpg,200,182,Bombay,72,3,154,98
British_Shorthair_162.jpg,500,335,British_Shorthair,113,27,358,218
basset_hound_158.jpg,500,333,basset_hound,175,113,255,188
pug_132.jpg,240,300,pug,105,3,228,106
shiba_inu_104.jpg,500,333,shiba_inu,181,1,397,242
chihuahua_140.jpg,300,290,chihuahua,97,48,235,140
basset_hound_114.jpg,500,332,basset_hound,226,102,389,279
Maine_Coon_189.jpg,500,333,Maine_Coon,141,1,397,284
Ragdoll_175.jpg,500,333,Ragdoll,376,136,485,235
Sphynx_195.jpg,500,333,Sphynx,17,74,206,236
British_Shorthair_105.jpg,500,333,British_Shorthair,173,10,374,208
samoyed_121.jpg,500,400,samoyed,175,3,341,267
British_Shorthair_201.jpg,500,375,British_Shorthair,168,32,375,189
Sphynx_192.jpg,500,333,Sphynx,334,20,412,109
english_setter_107.jpg,400,500,english_setter,22,59,228,278
american_pit_bull_terrier_132.jpg,228,300,american_pit_bull_terrier,55,7,162,118
pug_120.jpg,500,375,pug,127,2,391,216
scottish_terrier_183.jpg,500,500,scottish_terrier,77,147,246,385
basset_hound_149.jpg,288,360,basset_hound,57,53,203,194
staffordshire_bull_terrier_125.jpg,333,500,staffordshire_bull_terrier,103,51,237,239
wheaten_terrier_122.jpg,500,492,wheaten_terrier,122,86,293,249
english_cocker_spaniel_18.jpg,392,500,english_cocker_spaniel,2,13,343,386
havanese_14.jpg,500,333,havanese,179,99,321,225
Siamese_188.jpg,500,375,Siamese,228,44,381,206
British_Shorthair_189.jpg,425,500,British_Shorthair,148,145,394,412
english_setter_173.jpg,500,333,english_setter,188,96,334,199
keeshond_154.jpg,500,375,keeshond,136,86,207,172
saint_bernard_173.jpg,500,333,saint_bernard,135,62,409,277
pomeranian_189.jpg,300,225,pomeranian,97,21,173,102
havanese_100.jpg,500,459,havanese,115,131,226,229
leonberger_116.jpg,489,500,leonberger,49,36,212,233
Bombay_156.jpg,500,359,Bombay,87,11,402,339
British_Shorthair_163.jpg,500,365,British_Shorthair,257,84,336,174
Persian_114.jpg,500,439,Persian,81,80,275,278
pomeranian_103.jpg,500,357,pomeranian,288,94,374,193
yorkshire_terrier_126.jpg,206,300,yorkshire_terrier,66,17,186,161
samoyed_118.jpg,500,375,samoyed,148,128,210,220
english_setter_104.jpg,409,500,english_setter,137,25,285,158
samoyed_189.jpg,375,500,samoyed,134,100,267,238
Russian_Blue_110.jpg,500,333,Russian_Blue,143,11,440,300
pug_153.jpg,300,225,pug,33,17,218,168
Abyssinian_197.jpg,190,300,Abyssinian,1,1,175,182
boxer_126.jpg,500,309,boxer,169,6,377,212
pug_167.jpg,300,205,pug,69,36,145,105
english_setter_110.jpg,500,375,english_setter,287,157,364,250
Maine_Coon_149.jpg,333,500,Maine_Coon,98,105,246,255
boxer_174.jpg,500,333,boxer,107,4,341,231
Bengal_117.jpg,500,332,Bengal,195,34,285,129
pomeranian_104.jpg,500,375,pomeranian,129,68,267,209
Bombay_15.jpg,260,248,Bombay,25,9,208,183
Egyptian_Mau_190.jpg,500,354,Egyptian_Mau,275,13,401,157
miniature_pinscher_189.jpg,225,300,miniature_pinscher,63,1,224,188
english_setter_120.jpg,310,500,english_setter,90,32,247,137
japanese_chin_175.jpg,500,375,japanese_chin,165,88,328,206
great_pyrenees_190.jpg,500,375,great_pyrenees,91,64,220,180
samoyed_170.jpg,500,333,samoyed,276,73,334,146
english_setter_102.jpg,333,500,english_setter,71,27,249,174
miniature_pinscher_150.jpg,300,225,miniature_pinscher,132,59,215,155
newfoundland_107.jpg,333,500,newfoundland,88,23,258,206
yorkshire_terrier_140.jpg,300,187,yorkshire_terrier,103,8,224,137
wheaten_terrier_181.jpg,500,330,wheaten_terrier,120,1,331,222
pomeranian_178.jpg,208,269,pomeranian,66,33,163,143
pug_154.jpg,300,225,pug,101,13,243,156
havanese_174.jpg,461,500,havanese,91,53,337,239
german_shorthaired_142.jpg,500,375,german_shorthaired,149,109,224,162
pomeranian_149.jpg,300,225,pomeranian,100,30,179,126
american_bulldog_144.jpg,500,375,american_bulldog,147,44,332,221
Sphynx_18.jpg,500,375,Sphynx,152,40,359,221
english_cocker_spaniel_186.jpg,500,500,english_cocker_spaniel,50,86,380,403
beagle_13.jpg,500,375,beagle,179,69,315,199
basset_hound_186.jpg,500,333,basset_hound,163,139,264,245
beagle_160.jpg,500,375,beagle,228,100,330,217
samoyed_128.jpg,500,375,samoyed,80,1,340,200
Bengal_170.jpg,225,300,Bengal,114,42,175,107
Birman_190.jpg,500,333,Birman,113,83,244,214
staffordshire_bull_terrier_109.jpg,466,500,staffordshire_bull_terrier,91,21,310,187
pomeranian_129.jpg,300,267,pomeranian,82,22,235,181
chihuahua_133.jpg,300,225,chihuahua,81,46,171,128
staffordshire_bull_terrier_139.jpg,500,375,staffordshire_bull_terrier,142,55,398,305
Birman_153.jpg,500,407,Birman,59,42,381,343
boxer_100.jpg,500,332,boxer,63,52,213,170
Egyptian_Mau_119.jpg,190,168,Egyptian_Mau,130,38,168,75
wheaten_terrier_140.jpg,500,375,wheaten_terrier,111,6,353,239
keeshond_167.jpg,500,401,keeshond,151,81,395,383
boxer_110.jpg,375,500,boxer,68,32,316,258
British_Shorthair_102.jpg,500,333,British_Shorthair,203,7,343,159
saint_bernard_121.jpg,375,500,saint_bernard,99,11,278,173
basset_hound_176.jpg,500,375,basset_hound,122,148,375,345
american_pit_bull_terrier_170.jpg,300,291,american_pit_bull_terrier,91,29,225,135
Abyssinian_158.jpg,500,375,Abyssinian,154,1,347,231
Abyssinian_156.jpg,500,348,Abyssinian,283,26,410,167
japanese_chin_165.jpg,500,334,japanese_chin,63,15,250,162
scottish_terrier_139.jpg,500,360,scottish_terrier,197,1,474,291
american_bulldog_143.jpg,500,333,american_bulldog,223,24,485,250
samoyed_136.jpg,500,375,samoyed,294,118,368,198
Birman_16.jpg,500,333,Birman,65,16,294,221
Persian_195.jpg,484,500,Persian,320,10,448,140
basset_hound_136.jpg,500,375,basset_hound,37,71,414,283
miniature_pinscher_123.jpg,225,300,miniature_pinscher,33,39,201,142
Abyssinian_128.jpg,500,375,Abyssinian,46,22,166,168
Maine_Coon_171.jpg,500,375,Maine_Coon,181,21,318,153
beagle_115.jpg,500,343,beagle,104,134,240,271
leonberger_172.jpg,500,334,leonberger,29,14,284,228
Persian_165.jpg,500,333,Persian,43,1,405,265
chihuahua_171.jpg,300,280,chihuahua,90,20,250,184
Bombay_171.jpg,144,108,Bombay,27,12,67,45
newfoundland_115.jpg,375,500,newfoundland,156,250,321,397
samoyed_148.jpg,500,375,samoyed,249,48,392,202
yorkshire_terrier_127.jpg,251,300,yorkshire_terrier,16,20,235,173
japanese_chin_148.jpg,500,375,japanese_chin,37,1,424,251
yorkshire_terrier_109.jpg,500,471,yorkshire_terrier,74,1,339,323
keeshond_130.jpg,333,500,keeshond,72,35,273,212
staffordshire_bull_terrier_134.jpg,500,375,staffordshire_bull_terrier,165,85,348,247
japanese_chin_13.jpg,436,500,japanese_chin,71,42,405,299
yorkshire_terrier_16.jpg,500,375,yorkshire_terrier,205,106,318,238
Birman_106.jpg,500,375,Birman,226,6,335,118
shiba_inu_139.jpg,329,500,shiba_inu,93,26,253,235
Persian_121.jpg,333,500,Persian,1,42,328,308
great_pyrenees_148.jpg,500,375,great_pyrenees,193,99,305,203
Bengal_187.jpg,387,258,Bengal,216,9,315,118
Maine_Coon_117.jpg,500,375,Maine_Coon,220,107,309,209
basset_hound_132.jpg,375,500,basset_hound,9,1,329,449
Birman_167.jpg,500,375,Birman,192,63,314,176
american_pit_bull_terrier_155.jpg,300,225,american_pit_bull_terrier,74,23,171,131
Sphynx_196.jpg,375,500,Sphynx,138,107,259,227
keeshond_184.jpg,483,500,keeshond,168,39,396,338
staffordshire_bull_terrier_192.jpg,500,333,staffordshire_bull_terrier,69,21,196,120
american_bulldog_169.jpg,500,333,american_bulldog,39,86,420,325
pug_18.jpg,500,375,pug,269,68,396,177
Bengal_15.jpg,500,333,Bengal,125,93,324,254
american_pit_bull_terrier_14.jpg,500,475,american_pit_bull_terrier,257,30,444,310
american_pit_bull_terrier_157.jpg,267,300,american_pit_bull_terrier,20,21,156,133
keeshond_137.jpg,489,500,keeshond,132,55,314,333
Birman_15.jpg,281,500,Birman,28,155,230,352
scottish_terrier_101.jpg,500,375,scottish_terrier,224,30,365,246
german_shorthaired_184.jpg,500,371,german_shorthaired,269,168,334,233
saint_bernard_13.jpg,500,375,saint_bernard,180,46,338,204
British_Shorthair_108.jpg,333,500,British_Shorthair,99,33,239,179
chihuahua_112.jpg,225,300,chihuahua,103,69,194,144
Siamese_205.jpg,500,333,Siamese,129,1,388,252
great_pyrenees_112.jpg,500,375,great_pyrenees,172,15,382,193
american_pit_bull_terrier_113.jpg,164,300,american_pit_bull_terrier,15,1,155,102
keeshond_102.jpg,500,449,keeshond,281,65,387,202
Egyptian_Mau_18.jpg,500,403,Egyptian_Mau,34,47,266,249
Bombay_10.jpg,500,375,Bombay,150,1,348,222
Ragdoll_141.jpg,300,500,Ragdoll,31,21,299,278
english_cocker_spaniel_121.jpg,500,375,english_cocker_spaniel,59,56,301,282
havanese_111.jpg,375,500,havanese,47,53,240,200
saint_bernard_150.jpg,500,333,saint_bernard,224,112,294,169
japanese_chin_146.jpg,500,375,japanese_chin,136,21,284,148
yorkshire_terrier_152.jpg,300,201,yorkshire_terrier,97,30,211,127
Siamese_193.jpg,333,500,Siamese,125,68,282,236
chihuahua_148.jpg,300,258,chihuahua,66,49,229,187
keeshond_158.jpg,500,375,keeshond,150,2,358,282
British_Shorthair_16.jpg,375,500,British_Shorthair,1,1,374,392
saint_bernard_10.jpg,500,375,saint_bernard,100,74,379,323
beagle_155.jpg,500,380,beagle,29,113,421,304
saint_bernard_167.jpg,500,333,saint_bernard,149,103,321,252
great_pyrenees_101.jpg,500,375,great_pyrenees,167,28,367,215
wheaten_terrier_123.jpg,459,500,wheaten_terrier,70,41,375,330
Siamese_135.jpg,500,334,Siamese,351,106,470,227
Ragdoll_145.jpg,320,213,Ragdoll,175,37,219,84
wheaten_terrier_166.jpg,500,375,wheaten_terrier,182,97,281,210
basset_hound_184.jpg,334,500,basset_hound,78,173,292,440
Bombay_111.jpg,604,453,Bombay,221,82,467,280
basset_hound_145.jpg,500,333,basset_hound,96,48,229,170
Birman_119.jpg,500,375,Birman,152,80,338,246
pomeranian_124.jpg,300,225,pomeranian,102,56,198,178
Bombay_161.jpg,500,375,Bombay,187,1,380,214
Egyptian_Mau_163.jpg,500,330,Egyptian_Mau,83,1,236,148
basset_hound_188.jpg,500,375,basset_hound,194,1,474,228
saint_bernard_181.jpg,500,328,saint_bernard,134,22,373,253
leonberger_141.jpg,500,375,leonberger,100,92,255,236
pomeranian_134.jpg,300,248,pomeranian,24,7,104,101
Birman_122.jpg,500,334,Birman,144,27,352,232
samoyed_108.jpg,333,500,samoyed,89,91,211,253
german_shorthaired_141.jpg,333,500,german_shorthaired,97,83,259,198
miniature_pinscher_131.jpg,300,225,miniature_pinscher,109,43,195,151
Siamese_163.jpg,500,375,Siamese,70,18,391,327
leonberger_125.jpg,500,426,leonberger,20,32,141,122
basset_hound_10.jpg,500,375,basset_hound,99,64,397,314
boxer_171.jpg,500,333,boxer,141,84,336,270
american_bulldog_185.jpg,500,333,american_bulldog,128,22,438,268
pug_145.jpg,300,225,pug,102,1,289,153
leonberger_151.jpg,412,500,leonberger,93,34,331,272
english_setter_134.jpg,500,375,english_setter,176,39,318,163
staffordshire_bull_terrier_122.jpg,500,375,staffordshire_bull_terrier,122,96,427,307
pug_10.jpg,333,500,pug,70,37,195,133
yorkshire_terrier_110.jpg,378,500,yorkshire_terrier,177,214,323,431
american_pit_bull_terrier_145.jpg,300,225,american_pit_bull_terrier,115,10,215,108
Bombay_191.jpg,300,225,Bombay,37,44,175,189
Egyptian_Mau_101.jpg,480,360,Egyptian_Mau,320,85,391,170
Egyptian_Mau_164.jpg,448,336,Egyptian_Mau,288,35,400,146
pug_122.jpg,300,296,pug,57,5,282,218
Maine_Coon_101.jpg,444,500,Maine_Coon,134,29,290,210
yorkshire_terrier_124.jpg,300,225,yorkshire_terrier,22,8,206,159
Abyssinian_157.jpg,500,375,Abyssinian,87,1,295,204
beagle_104.jpg,500,333,beagle,46,33,181,157
Egyptian_Mau_104.jpg,191,188,Egyptian_Mau,7,2,74,80
great_pyrenees_142.jpg,500,333,great_pyrenees,244,59,345,178
english_cocker_spaniel_100.jpg,500,375,english_cocker_spaniel,239,77,471,340
basset_hound_156.jpg,500,333,basset_hound,42,36,336,293
Egyptian_Mau_180.jpg,400,300,Egyptian_Mau,155,27,293,153
pug_173.jpg,287,300,pug,90,85,287,245
Sphynx_137.jpg,500,312,Sphynx,262,3,400,148
Bengal_163.jpg,300,225,Bengal,154,50,216,112
Ragdoll_195.jpg,500,334,Ragdoll,152,18,342,220
american_bulldog_10.jpg,500,334,american_bulldog,103,47,330,268
english_setter_14.jpg,500,326,english_setter,204,26,287,92
Egyptian_Mau_133.jpg,400,300,Egyptian_Mau,80,1,144,78
British_Shorthair_185.jpg,500,334,British_Shorthair,166,39,360,234
Maine_Coon_135.jpg,500,332,Maine_Coon,68,34,276,266
British_Shorthair_178.jpg,500,336,British_Shorthair,128,13,266,166
Persian_184.jpg,500,375,Persian,130,24,366,237
pug_181.jpg,209,300,pug,71,64,199,191
german_shorthaired_129.jpg,332,500,german_shorthaired,27,141,116,223
Russian_Blue_123.jpg,500,375,Russian_Blue,246,82,334,176
great_pyrenees_140.jpg,500,332,great_pyrenees,213,28,316,118
basset_hound_142.jpg,500,333,basset_hound,211,20,406,236
basset_hound_124.jpg,500,333,basset_hound,195,5,389,197
Siamese_128.jpg,500,444,Siamese,68,19,399,357
Sphynx_188.jpg,500,375,Sphynx,158,78,386,313
havanese_173.jpg,500,375,havanese,254,75,366,169
american_bulldog_109.jpg,335,500,american_bulldog,147,156,254,256
Birman_174.jpg,500,375,Birman,244,95,351,190
boxer_131.jpg,333,500,boxer,36,40,192,216
pug_183.jpg,279,300,pug,105,37,230,138
scottish_terrier_14.jpg,375,500,scottish_terrier,127,195,201,333
samoyed_166.jpg,500,333,samoyed,229,40,319,161
leonberger_190.jpg,375,500,leonberger,115,290,278,436
Bombay_144.jpg,321,250,Bombay,226,1,303,87
leonberger_122.jpg,500,379,leonberger,143,14,342,324
Maine_Coon_194.jpg,375,500,Maine_Coon,110,58,235,193
pomeranian_188.jpg,300,225,pomeranian,133,33,198,117
yorkshire_terrier_13.jpg,500,375,yorkshire_terrier,198,77,326,207
english_cocker_spaniel_119.jpg,500,362,english_cocker_spaniel,158,29,339,245
newfoundland_109.jpg,500,334,newfoundland,152,46,248,136
beagle_18.jpg,336,500,beagle,43,31,291,204
miniature_pinscher_17.jpg,333,500,miniature_pinscher,103,199,223,298
Russian_Blue_186.jpg,355,500,Russian_Blue,83,59,261,256
samoyed_11.jpg,325,500,samoyed,69,42,239,224
japanese_chin_110.jpg,500,490,japanese_chin,37,32,383,299
shiba_inu_150.jpg,377,500,shiba_inu,80,38,215,198
pug_134.jpg,300,225,pug,127,20,220,92
leonberger_175.jpg,500,334,leonberger,109,48,276,185
american_bulldog_138.jpg,333,500,american_bulldog,66,189,224,315
yorkshire_terrier_149.jpg,300,225,yorkshire_terrier,98,24,182,129
pug_171.jpg,300,219,pug,89,24,217,140
miniature_pinscher_18.jpg,294,500,miniature_pinscher,135,47,232,186
chihuahua_142.jpg,221,300,chihuahua,55,7,180,98
basset_hound_11.jpg,375,500,basset_hound,77,43,276,269
Siamese_136.jpg,500,354,Siamese,157,16,327,216
american_bulldog_113.jpg,500,333,american_bulldog,169,15,445,245
Ragdoll_117.jpg,500,375,Ragdoll,244,37,375,172
Siamese_125.jpg,500,334,Siamese,121,15,262,173
basset_hound_141.jpg,500,333,basset_hound,78,19,382,288
Maine_Coon_152.jpg,500,375,Maine_Coon,157,25,334,210
Russian_Blue_19.jpg,332,500,Russian_Blue,21,44,308,380
Siamese_149.jpg,500,333,Siamese,227,33,431,245
Maine_Coon_10.jpg,600,900,Maine_Coon,97,78,430,454
Russian_Blue_144.jpg,374,500,Russian_Blue,37,16,227,208
chihuahua_157.jpg,117,200,chihuahua,5,30,110,99
Egyptian_Mau_173.jpg,280,210,Egyptian_Mau,157,13,219,69
Maine_Coon_214.jpg,300,225,Maine_Coon,125,14,179,80
american_bulldog_120.jpg,500,334,american_bulldog,105,63,257,194
Abyssinian_13.jpg,245,280,Abyssinian,145,25,218,96
saint_bernard_176.jpg,500,375,saint_bernard,112,58,191,133
staffordshire_bull_terrier_167.jpg,500,375,staffordshire_bull_terrier,138,103,319,292
havanese_126.jpg,500,333,havanese,125,57,266,175
american_bulldog_131.jpg,500,376,american_bulldog,84,104,322,320
keeshond_129.jpg,500,375,keeshond,136,70,217,178
miniature_pinscher_15.jpg,500,375,miniature_pinscher,290,23,445,241
japanese_chin_137.jpg,500,428,japanese_chin,222,183,313,252
german_shorthaired_162.jpg,500,341,german_shorthaired,176,72,238,137
newfoundland_167.jpg,500,375,newfoundland,223,171,287,242
Russian_Blue_161.jpg,361,500,Russian_Blue,238,314,350,437
Birman_150.jpg,500,335,Birman,151,22,365,236
Ragdoll_130.jpg,500,335,Ragdoll,212,41,308,142
Abyssinian_192.jpg,300,176,Abyssinian,133,5,239,110
american_pit_bull_terrier_15.jpg,375,500,american_pit_bull_terrier,148,101,266,226
chihuahua_158.jpg,289,300,chihuahua,90,93,182,159
Birman_151.jpg,375,500,Birman,195,103,307,221
Bombay_148.jpg,500,375,Bombay,351,49,436,141
Persian_17.jpg,375,500,Persian,1,100,375,453
american_pit_bull_terrier_161.jpg,258,300,american_pit_bull_terrier,88,34,225,133
miniature_pinscher_12.jpg,500,375,miniature_pinscher,169,25,336,216
pomeranian_128.jpg,204,300,pomeranian,25,29,162,190
keeshond_145.jpg,333,500,keeshond,59,45,280,310
Russian_Blue_113.jpg,333,500,Russian_Blue,212,131,329,256
Bombay_106.jpg,167,250,Bombay,33,32,106,118
leonberger_149.jpg,500,343,leonberger,122,24,379,334
beagle_191.jpg,333,500,beagle,30,197,178,328
pug_191.jpg,300,225,pug,114,57,229,138
newfoundland_118.jpg,403,500,newfoundland,98,71,340,356
japanese_chin_155.jpg,375,500,japanese_chin,97,120,301,293
pug_11.jpg,500,333,pug,160,12,358,188
shiba_inu_160.jpg,500,333,shiba_inu,300,59,450,241
Persian_217.jpg,300,226,Persian,135,1,288,89
Maine_Coon_147.jpg,500,333,Maine_Coon,291,51,367,133
miniature_pinscher_147.jpg,300,225,miniature_pinscher,90,35,191,101
pug_172.jpg,225,300,pug,80,35,201,125
beagle_157.jpg,453,500,beagle,13,50,450,450
Russian_Blue_14.jpg,500,333,Russian_Blue,213,1,419,160
Siamese_187.jpg,500,375,Siamese,79,42,241,232
scottish_terrier_167.jpg,500,333,scottish_terrier,128,84,320,244
pomeranian_168.jpg,300,203,pomeranian,128,34,196,105
Sphynx_197.jpg,498,500,Sphynx,299,79,423,211
keeshond_112.jpg,500,375,keeshond,266,28,387,171
german_shorthaired_127.jpg,357,500,german_shorthaired,77,40,251,170
Abyssinian_134.jpg,500,440,Abyssinian,74,1,389,309
wheaten_terrier_105.jpg,500,333,wheaten_terrier,136,2,306,172
wheaten_terrier_160.jpg,500,375,wheaten_terrier,220,135,323,224
pug_140.jpg,300,225,pug,90,1,231,106
Birman_180.jpg,500,375,Birman,202,150,252,201
Russian_Blue_171.jpg,500,333,Russian_Blue,175,12,386,225
British_Shorthair_184.jpg,500,416,British_Shorthair,76,34,303,272
great_pyrenees_110.jpg,480,360,great_pyrenees,76,21,183,139
staffordshire_bull_terrier_151.jpg,500,375,staffordshire_bull_terrier,105,50,406,281
staffordshire_bull_terrier_13.jpg,500,352,staffordshire_bull_terrier,92,87,191,178
boxer_11.jpg,375,500,boxer,1,65,371,435
german_shorthaired_145.jpg,335,500,german_shorthaired,61,81,217,197
